"n_distributor_id","dist_name","item_code","item_name","category_abc","category_fms","volume","pack","last_sale_date","last_purchase_date","last_stock_adjustment_date","last_sale_return_date","last_customer_breakage_expiry_date","last_godown_breakage_expiry_date","sale_amt","purchase_amt","stock_adjustment_amt","sale_return_amt","customer_breakage_expiry_amt","godown_breakage_expiry_amt","sale_qty","purchase_qty","stock_adjustment_qty","sale_return_qty","customer_breakage_expiry_qty","godown_breakage_expiry_qty","line_cut_customer_count","line_cut_challan_count","line_cut_no_of_days","line_cut_total_qty"
2,Simba,3333,B LONG 30TAB,B,F,29.4,STRIP,2023-04-20,2023-04-20,2023-04-17,2023-04-09,2023-03-29,2023-03-29,34676.31,36417.50,0.00,115.61,94.69,94.69,315.000,350.000,14.000,1.000,1.000,10.000,2,2,2,0.0
2,Simba,3465,FITJOINT 10CAP,D,S,121.1,STRIP,2023-04-18,2023-04-02,,2023-03-24,,,3557.29,3233.90,,352.13,,,11.000,10.000,,1.000,,,,,,
2,Simba,3783,TRIVOLIB 1MG 10TAB,D,S,35.1,STRIP,2023-04-16,,2023-04-19,2023-04-18,,,110.61,,305.37,215.01,,,1.000,,3.000,2.000,,3.000,3,3,2,3.0
2,Simba,4077,CANSOFT CL,C,F,51.6,STRIP,2023-04-20,2023-04-17,,2023-04-19,2023-03-29,2023-03-29,36130.18,38468.76,,184.56,73.29,73.29,404.000,440.000,,2.000,1.000,,1,1,1,1.0
2,Simba,4266,ASOMEX 5MG 15TAB,B,F,9.7,STRIP,2023-04-20,2023-03-22,2023-04-02,2023-03-29,2023-04-17,2023-04-17,92309.65,10041.00,0.00,214.21,858.54,858.54,906.000,100.000,4.000,2.000,9.000,2.000,1,1,1,1.0
2,Simba,4560,IF-2 EYE DROPS 5ML,D,S,46.3,BOTTLE,2023-04-15,2023-04-12,,,,,1011.24,954.00,,,,,10.000,10.000,,,,,,,,
2,Simba,4934,NOVAMOX LB  500 CAP,C,M,88.7,STRIP,2023-04-20,2023-04-11,,,,,4134.22,3748.41,,,,,31.000,30.000,,,,,,,,
2,Simba,6293,MEGA CV228.5MG/5ML  DSY,D,S,459.0,BOTTLE,2023-04-19,2023-03-31,,2023-04-03,,,758.86,769.79,,221.16,,,10.000,12.000,,3.000,,,,,,
2,Simba,6894,INTIMACY PLUS-3 TAB,D,S,131.5,STRIP,2023-04-18,2023-03-26,,2023-03-25,,,926.64,962.28,,102.60,,,9.000,10.000,,1.000,,,,,,
2,Simba,7220,OSMOEYE 5%W/V 5ML EYE GEL,D,S,0.0,NaN,2023-04-19,,2023-03-27,2023-04-17,,,769.19,,0.00,338.12,,,9.000,,4.000,4.000,,,1,1,1,0.0
2,Simba,7630,P RD CAPSULE 15 NO`S,D,M,109.9,STRIP,2023-04-20,2023-04-20,2023-03-29,2023-04-15,,,4788.26,6161.40,-36.51,168.60,,,107.000,150.000,17.000,4.000,,,3,3,3,-5.0
2,Simba,7692,NEW GTN 2.6 TABLET 10 NO`S,D,M,18.8,STRIP,2023-04-18,2023-03-30,,2023-04-19,,,2795.09,4877.00,,361.44,,,54.000,100.000,,7.000,,,1,1,1,0.0
2,Simba,8532,ANOVATE CREAM,A,F,87.4,TUBE,2023-04-20,2023-04-20,,2023-04-19,,,99006.79,118621.25,,648.97,,,1090.000,1375.000,,7.000,,,6,6,6,6.0
2,Simba,8558,PHEXIN REDIMIX 250MG SUSP,C,F,174.2,BOTTLE,2023-04-20,2023-03-31,2023-04-16,2023-04-03,,,8378.71,3699.90,0.00,265.86,,,64.000,30.000,14.000,2.000,,,,,,
2,Simba,9627,LEZYNCET M SYP 60ML,D,S,129.1,BOTTLE,2023-04-15,,,,,,108.27,,,,,,2.000,,,,,,,,,
2,Simba,9655,FERRADOL FOOD 450 GM,D,M,575.3,BOTTLE,2023-04-20,2023-04-17,2023-04-04,2023-03-30,,,6457.71,7556.76,0.00,1934.24,,,30.000,36.000,4.000,10.000,,,2,2,2,1.0
2,Simba,9767,WIKORYL DROP,C,F,132.0,BOTTLE,2023-04-20,2023-03-31,2023-04-03,2023-04-10,,,13393.43,10275.71,0.00,595.63,,,203.000,180.000,24.000,9.000,,,4,4,3,6.0
2,Simba,10249,KETOROL GEL,D,S,120.2,TUBE,2023-04-18,2023-03-29,,,,,1553.52,1103.16,,,,,16.000,12.000,,,,,,,,
2,Simba,10819,CORALAN 5MG 14TAB,C,M,19.1,STRIP,2023-04-18,2023-04-16,,2023-04-19,,,12606.30,17388.00,,407.40,,,63.000,92.000,,2.000,,,,,,
2,Simba,10935,DESVAL ER 1GM 10TAB,D,S,170.18820000000002,STRIP,2023-04-19,2023-04-08,,,,,1876.61,2539.80,,,,,14.000,20.000,,,,,,,,
2,Simba,11606,BRISTAA  ADV SKIN BRIGHT FORMULA,C,M,593.8,SQUAT JAR,2023-04-19,2023-04-15,,,,,7878.37,16889.60,,,,,18.000,40.000,,,,,,,,
2,Simba,12239,ONABET B CREAM 15GM,B,F,70.1,TUBE,2023-04-20,2023-03-28,2023-04-15,2023-04-13,,,20124.85,8614.50,0.00,512.82,,,112.000,60.000,20.000,3.000,,1.000,,,,
2,Simba,12600,CALCIKIT SOFTGEL 10CAP,C,M,81.4,STRIP,2023-04-20,2023-04-17,,,,,6552.06,8293.00,,,,,74.000,100.000,,,,,,,,
2,Simba,24918,EXTACEF DT 200MG 10TAB,D,S,40.9,STRIP,2023-04-20,2023-04-06,,,,,2485.03,4397.04,,,,,42.000,80.000,,,,,,,,
2,Simba,25672,VOMITEB 60ML SYRUP,D,S,,,,,,,2023-03-25,2023-03-25,,,,,71.54,71.54,,,,,2.000,,,,,
2,Simba,25766,ZENFLOX SUSP 60 ML,D,S,143.8,BOTTLE,2023-04-20,2023-04-19,2023-04-14,,,,1469.78,751.74,-102.51,,,,39.000,22.000,3.000,,,,1,1,1,1.0
2,Simba,26146,BRINDA 50 MG TABLET 10 NO`S,D,S,0.0,NaN,2023-03-31,2023-04-14,,2023-03-23,,,1713.55,1902.80,,502.12,,,17.000,20.000,,5.000,,,3,3,3,1.0
2,Simba,26293,VERTISTAR MD 16 MG TABLET 10 NO`S,B,F,17.7,STRIP,2023-04-20,2023-04-19,2023-04-07,2023-04-20,,,66209.99,16597.68,0.00,622.73,,,996.000,264.000,2.000,10.000,,,2,2,2,2.0
2,Simba,27640,FLORASYN 10CAP,C,S,54.9,STRIP,,,2023-04-06,,,,,,613.65,,,,,,3.000,,,3.000,,,,
2,Simba,27672,QUMED 10TAB,C,S,123.8,STRIP,2023-04-19,2023-04-08,,,,,17999.07,15980.22,,,,,56.000,54.000,,,,,2,2,2,1.0
2,Simba,27831,TRINERVE LC 10TAB,C,M,61.9,STRIP,2023-04-20,2023-04-12,,,2023-03-29,2023-03-29,4513.34,4345.60,,,1485.00,1485.00,39.000,40.000,,,15.000,,,,,
2,Simba,28787,NEOSMILE DROPS 10 ML,D,M,85.3,BOTTLE,2023-04-20,2023-04-17,2023-04-14,,,,5350.17,762.70,0.00,,,,66.000,10.000,16.000,,,,,,,
2,Simba,28852,ORNIGREAT GEL 10 GM,D,M,41.8,TUBE,2023-04-20,2023-03-29,2023-04-16,2023-04-05,,,3091.03,1164.54,0.00,286.65,,,62.000,26.000,14.000,6.000,,,,,,
2,Simba,29729,DAPANORM M 10 FORTE TABLET 10 NO`S,D,M,196.56,STRIP,2023-04-19,,2023-04-19,2023-04-06,2023-03-29,2023-03-29,5344.17,,5592.60,99.43,510.18,510.18,54.000,,116.000,1.000,6.000,,,,,
2,Simba,29733,ALKASTON B6 RASPBERRY SOLUTION 450 ML,D,S,980.5215199999999,BOTTLE,2023-04-20,2023-03-30,2023-04-20,,,,525.79,2724.50,-1486.50,,,,2.000,10.000,10.000,,,,1,1,1,1.0
2,Simba,29829,RANITIN 300 MG TABLET 20 NO`S,D,S,62.7,STRIP,2023-04-15,2023-04-13,,,,,461.20,322.80,,,,,16.000,12.000,,,,,,,,
2,Simba,30059,WALYTE ORS MANGO POWDER 22 GM,D,M,43.6,SACHET,2023-04-19,2023-04-14,2023-04-19,2023-03-27,,,4067.57,4102.56,0.00,208.62,,,278.000,300.000,10.000,14.000,,,5,6,5,33.0
2,Simba,30236,REVELOL XL 25 TABLET 15 NOS,B,F,25.5,STRIP,2023-04-20,2023-04-15,2023-04-03,2023-04-13,,,23654.64,22274.20,-121.47,317.92,,,556.000,550.000,5.000,7.000,,1.000,20,21,11,39.0
2,Simba,31317,CALOSOFT AF (100ML),B,F,299.0,BOTTLE,2023-04-20,2023-04-15,2023-04-09,2023-04-12,,,35503.60,38177.04,0.00,751.00,,,249.000,282.000,44.000,5.000,,,4,5,4,-51.0
2,Simba,31481,HOPACE-10 TABLET,D,S,29.3,STRIP,2023-04-18,2023-04-15,2023-03-22,2023-04-03,,,1856.57,1189.30,0.00,126.85,,,15.000,10.000,6.000,1.000,,,,,,
2,Simba,31625,BEVON SUSP.200 ML [P TO P] [NEW FORMULA],A,F,653.5,BOTTLE,2023-04-20,2023-04-02,2023-04-20,2023-04-17,2023-03-29,2023-03-29,87976.63,112211.79,187.00,2630.06,91.91,91.91,797.000,1200.000,218.000,23.000,1.000,,8,8,3,7.0
2,Simba,32264,MAMAEARTH ONION HAIR FALL SHAMPOO 400 ML,C,M,860.1600000000002,BOTTLE,2023-04-19,,2023-04-18,2023-04-07,,,8563.05,,0.00,317.15,,,27.000,,2.000,1.000,,,,,,
2,Simba,32359,T2C 5 TABLET 15 NOS,D,S,0.0,NaN,2023-04-18,2023-04-12,,,,,1679.51,2893.00,,,,,11.000,20.000,,,,,1,1,1,0.0
2,Simba,32595,CEFOLAC 100 DRY SYRUP 30 ML,D,M,232.3,BOTTLE,2023-04-20,2023-03-31,2023-04-01,2023-04-17,,,7031.41,9207.20,0.00,534.10,,,152.000,220.000,4.000,12.000,,,1,1,1,0.0
2,Simba,32803,ESOBIZ L CAPSULE 10 NOS,C,M,58.8,STRIP,,,2023-03-23,,,,,,-299.67,,,,,,3.000,,,,5,5,2,6.0
2,Simba,32898,GABAPIN 100 TABLET 15 NOS,A,F,26.7,STRIP,2023-04-20,2023-03-28,2023-04-17,2023-04-15,,,77649.90,63903.00,0.00,1300.66,,,821.000,700.000,72.000,14.000,,,6,6,5,-18.0
2,Simba,33938,JUPIROS 10 TABLET 15 NO`S,C,F,21.1,STRIP,2023-04-20,2023-04-12,2023-04-15,2023-03-24,2023-03-29,2023-03-29,25625.19,31423.60,0.00,128.92,560.58,560.58,207.000,260.000,24.000,1.000,5.000,12.000,,,,
2,Simba,34227,METATOP NASAL SPRAY 120 MD 12 G,B,F,116.0,BOTTLE,2023-04-20,2023-03-31,,,,,24347.31,27198.30,,,,,72.000,85.000,,,,,1,1,1,2.0
2,Simba,34263,MOISOL Z EYE DROP 10 ML,D,S,57.4,BOTTLE,2023-04-19,2023-04-20,2023-04-17,,,,2021.32,4244.27,601.74,,,,19.000,44.000,12.000,,,,1,2,2,-13.0
2,Simba,34286,MORR F 5% SOLUTION 60 ML,A,F,587.5,BOTTLE,2023-04-20,2023-03-28,2023-04-19,2023-04-18,,,159355.94,29892.60,0.00,5269.98,,,302.000,60.000,8.000,10.000,,1.000,10,10,9,3.0
2,Simba,35147,PIKER 40MG 10TAB,D,S,22.6,STRIP,2023-04-10,2023-04-07,2023-04-18,,,,257.97,737.91,0.00,,,,3.000,10.000,4.000,,,1.000,,,,
2,Simba,35375,T MART AM 10TAB,D,S,20.0,STRIP,2023-04-03,,2023-04-19,,,,993.73,,838.90,,,,11.000,,10.000,,,,,,,
2,Simba,36122,DIVAA OD 250 TABLET 10 NOS,C,F,76.0,STRIP,2023-04-20,2023-03-31,,2023-04-20,,,27905.51,27516.00,,690.42,,,384.000,400.000,,10.000,,,4,4,2,12.0
2,Simba,36361,SUPRADYN DAILY TABLET 15 NOS,A,F,92.0,STRIP,2023-04-20,2023-04-16,2023-03-30,2023-04-18,,,274343.54,403152.96,-1647.00,8405.62,,,7860.000,12240.000,54.000,241.000,,,27,28,10,200.0
2,Simba,36605,"1 AL M TABLET 10 NOS",D,M,16.3,STRIP,2023-04-15,2023-03-26,2023-04-14,2023-04-06,,,3251.87,5902.00,0.00,788.59,,,50.000,100.000,6.000,12.000,,,4,4,4,4.0
2,Simba,37241,SULFORYL 2MG TABLET 10 NO`S,D,M,6.9,STRIP,2023-04-20,2023-04-13,,2023-04-19,,,8182.68,6595.20,,193.36,,,210.000,180.000,,5.000,,,2,2,2,1.0
2,Simba,37307,SUPRABENZ 0.5MG 10TAB,D,S,67.0,STRIP,2023-04-20,,2023-04-20,2023-04-01,,,620.19,,0.00,56.33,,,11.000,,14.000,1.000,,,2,2,2,5.0
2,Simba,37545,DREZ 10% OINTMENT 10 GM,D,S,0.0,NaN,2023-04-13,,,,,,444.85,,,,,,10.000,,,,,,1,1,1,1.0
2,Simba,37637,CLOP CREAM 30 GM,C,F,124.8,TUBE,2023-04-20,2023-03-31,,2023-04-15,,,21818.57,32880.92,,2242.76,,,215.000,390.000,,24.000,,,2,2,2,2.0
2,Simba,37719,INSUGEN R 40 IU INJECTION,C,M,42.2,VIAL,2023-04-20,2023-03-30,2023-04-19,2023-04-08,,,7338.31,10284.39,0.00,669.35,,,55.000,96.000,4.000,5.000,,,,,,
2,Simba,38093,KS RIBBED CONDOMS 20 NO`S,D,S,291.4,BOX,2023-03-31,,,,,,137.23,,,,,,1.000,,,,,1.000,,,,
2,Simba,38329,ADDEX OINTMENT 10 GM,D,S,63.5,TUBE,2023-04-11,2023-03-31,2023-04-18,2023-03-29,,,846.25,1125.00,-450.00,121.25,,,7.000,10.000,8.000,1.000,,,1,1,1,1.0
2,Simba,38368,LNBETA 2.5 MG TABLET 15 NO`S,B,F,30.2,STRIP,2023-04-20,2023-04-14,2023-03-28,2023-04-19,,,30401.12,37550.80,0.00,1151.85,,,214.000,280.000,20.000,8.000,,,1,1,1,2.0
2,Simba,39028,BRIO EYE DROP 5 ML,D,S,0.0,NaN,2023-04-15,2023-04-20,,,,,2551.75,3214.20,,,,,15.000,20.000,,,,,,,,
2,Simba,39270,MACSART 40MG TABLET 10 NOS,D,F,25.2,STRIP,2023-04-20,2023-03-31,2023-03-21,2023-03-27,,,8124.35,12318.00,18.53,21.67,,,373.000,600.000,1.000,1.000,,2.000,1,1,1,3.0
2,Simba,39313,TENGINOW TABLET 10 NOS,C,M,19.7,STRIP,2023-04-20,2023-03-31,2023-03-27,2023-03-24,,,7480.10,16989.00,48.54,103.55,,,146.000,350.000,1.000,2.000,,1.000,,,,
2,Simba,39331,HYALU SERUM 15 ML,D,S,0.0,NaN,2023-04-06,,2023-04-06,2023-04-03,,,1423.11,,-670.57,700.38,,,2.000,,3.000,1.000,,,1,2,2,2.0
2,Simba,39434,COGNISTAR 60 MG INJECTION 1 NOS,C,S,40.4,DRY VIAL,2023-04-15,,,,,,10099.91,,,,,,12.000,,,,,,,,,
2,Simba,39570,LUPIGEST SR 200 TABLET 10 NOS,D,S,16.2,STRIP,2023-04-17,,2023-04-17,2023-04-10,,,2396.44,,0.00,688.80,,,7.000,,4.000,2.000,,,,,,
2,Simba,39855,THYROPAX 50 TABLET 100 NOS,D,S,64.8,BOTTLE,2023-04-12,2023-04-20,2023-04-17,,,,185.30,560.20,-112.04,,,,3.000,10.000,2.000,,,,2,2,2,3.0
2,Simba,40264,REMO ZEN M 500 MG TABLET 10 NOS,C,M,105.6,STRIP,2023-04-20,2023-04-19,,2023-04-14,,,9600.58,2970.30,,104.62,,,93.000,30.000,,1.000,,1.000,1,1,1,2.0
2,Simba,40275,AMROFAST CREAM 50 GM,D,S,395.9,TUBE,2023-04-17,2023-04-19,,2023-04-14,,,2858.14,6171.25,,781.73,,,11.000,30.000,,3.000,,,,,,
2,Simba,40435,ARIGABA 100 TABLET 10 NOS,D,S,15.1,STRIP,2023-04-14,2023-04-02,2023-04-20,,,,157.53,527.90,0.00,,,,3.000,10.000,6.000,,,2.000,2,3,3,3.0
2,Simba,40982,BRIO B EYE DROP 5 ML,D,M,0.0,NaN,2023-04-19,2023-04-20,,,,,4475.19,9459.45,,,,,20.000,45.000,,,,,,,,
2,Simba,41042,GLARZEN 100 IU DISPO PEN 2 CARTRIDGE 3 ML,D,S,,,2023-04-01,,,2023-04-07,,,632.18,,,632.18,,,1.000,,,1.000,,,,,,
2,Simba,41449,PULMOSMART PULMULES RESPIRATOR SUSPENSION 2 ML,C,M,0.0,NaN,2023-04-15,2023-04-14,2023-04-07,,,,362.04,2036.64,-30.86,,,,10.000,60.000,1.000,,,,1,1,1,1.0
2,Simba,42314,GIFT CELLO TAWA1 NOS,D,N,,,,,2023-04-07,,,,,,0.00,,,,,,2.000,,,,,,,
2,Simba,50294,MAMAEARTH VITAMIN C NIGHT CREAM 50 GM,D,S,0.0,NaN,2023-04-18,,,2023-04-11,,,2665.04,,,761.44,,,7.000,,,2.000,,,,,,
2,Simba,50372,UNIPUFF FB 400 CAPSULE 30 NOS,D,S,0.0,NaN,2023-04-20,2023-04-19,,,,,1855.68,1343.60,,,,,13.000,10.000,,,,,,,,
2,Simba,50752,CUTIHEAL CREAM 15  GM,D,S,0.0,NaN,2023-04-19,2023-04-06,2023-03-24,,,,479.00,1446.45,0.00,,,,5.000,15.000,6.000,,,,,,,
2,Simba,50761,DAPATEN M TABLET 15 NOS,D,S,0.0,NaN,2023-04-18,,,,,,2063.29,,,,,,18.000,,,,,1.000,2,2,2,3.0
2,Simba,51992,ASHWAGANDHA 60TAB LIVEASY HERBALS,D,M,228.8,BOTTLE,2023-04-20,2023-04-16,2023-04-04,2023-04-13,,,3019.90,2639.95,0.00,533.40,,,37.000,60.000,4.000,6.000,,,1,1,1,2.0
2,Simba,52011,CETAKLIN CLEANSING LOTION 125 ML,D,S,314.6,BOTTLE,2023-04-20,2023-04-07,,,,,2871.81,3664.53,,,,,22.000,30.000,,,,,,,,
2,Simba,52026,MOXISHIELD KT EYE DROP 5 ML,D,M,0.0,NaN,2023-04-19,2023-04-13,2023-04-12,,,,780.30,1620.00,62.31,,,,9.000,20.000,1.000,,,,,,,
2,Simba,52653,CERTOSURE N CREAM 15GM TRUECURE,D,S,75.3,TUBE,2023-04-20,,,2023-04-15,,,1380.00,,,80.00,,,86.000,,,4.000,,1.000,1,1,1,20.0
2,Simba,53135,VOXIGAIN 5 MG TABLET 10 NOS,D,S,67.0,STRIP,2023-04-19,2023-04-05,2023-03-22,,,,1898.49,2314.40,-115.72,,,,31.000,40.000,2.000,,,,2,2,2,2.0
2,Simba,53196,DAPAHENZ M 10/1000 TABLET 10 NOS,D,S,0.0,NaN,2023-04-06,,,,,,688.04,,,,,,6.000,,,,,3.000,1,1,1,3.0
2,Simba,54257,GIFT TROLLEY BAG 1 NOS,D,S,0.0,NaN,2023-03-27,2023-03-31,2023-04-20,,,,0.25,0.20,-0.01,,,,11.000,20.000,5.000,,,,1,1,1,1.0
2,Simba,54320,DAPARYL V 10/100 TABLET 10 NOS,B,F,54.5,STRIP,2023-04-20,2023-03-31,2023-03-24,2023-04-18,,,66386.10,54645.00,0.00,1622.30,,,573.000,500.000,26.000,14.000,,1.000,1,1,1,0.0
2,Simba,54378,THYROX 150 TABLET 100 NOS,D,S,86.5,BOTTLE,2023-04-20,2023-03-31,2023-03-22,2023-04-17,,,4187.41,4579.20,-123.34,123.38,,,35.000,40.000,1.000,1.000,,,3,4,3,4.0
2,Simba,54404,MACPROX DP 500 TABLET 10 NOS,D,M,91.9,STRIP,2023-04-20,2023-03-31,2023-04-01,2023-04-13,,,6658.77,12342.00,0.00,65.14,,,102.000,200.000,4.000,1.000,,,1,1,1,1.0
2,Simba,54429,DAPAMAC M 10/500 TABLET 15 NOS,D,S,123.1,STRIP,2023-04-20,2023-03-31,2023-04-03,,,,8483.55,15016.50,0.00,,,,80.000,150.000,2.000,,,,,,,
2,Simba,54466,ENZOHEAL OINTMENT 5 GM,D,M,42.6,TUBE,2023-04-20,2023-03-31,2023-03-23,2023-04-12,,,4821.36,9769.10,0.00,103.01,,,47.000,110.000,4.000,1.000,,,,,,
2,Simba,54506,ETOSAID MR TABLET 10 NOS,D,S,24.1,STRIP,2023-04-17,2023-03-31,,,,,1659.00,1575.00,,,,,10.000,10.000,,,,,,,,
2,Simba,13537,LAMINO GI PLUS VANILA  FLAV SF 200GM POWDER,B,M,1629.5,BOX,2023-04-20,2023-04-10,,2023-03-30,,,27786.06,65709.05,,1170.58,,,49.000,121.000,,2.000,,,1,1,1,1.0
2,Simba,13612,FEBURIC 40MG 15TAB,A,F,18.5,STRIP,2023-04-20,2023-04-14,2023-04-18,2023-04-11,2023-03-24,2023-03-24,173425.71,165473.10,0.00,2720.09,417.86,417.86,1158.000,1170.000,372.000,18.000,3.000,,8,8,7,-23.0
2,Simba,13643,IVREA 30ML SHAMPOO,B,F,106.7,BOTTLE,2023-04-20,2023-04-07,2023-04-07,2023-04-18,,,43945.31,83359.50,0.00,82.14,,,529.000,1200.000,46.000,1.000,,,3,3,3,2.0
2,Simba,13745,UNIBROM 5ML EYE DROPS,C,F,58.6,BOTTLE,2023-04-20,2023-04-14,2023-04-15,2023-04-12,,,14520.84,19106.78,0.00,264.69,,,111.000,154.000,2.000,2.000,,,,,,
2,Simba,13966,MEDICLIN SOAP,D,M,200.2,WRAP,2023-04-20,2023-04-13,2023-04-14,2023-04-18,,,2873.33,3807.36,-79.32,340.21,,,34.000,48.000,1.000,4.000,,1.000,2,2,2,1.0
2,Simba,14749,EZEEPAM PLUS 10MG 10TAB,D,S,67.0,STRIP,2023-04-19,2023-03-28,,,,,1470.50,2664.60,,,,,16.000,30.000,,,,,,,,
2,Simba,15088,FORTEGE TABLET 100S,C,M,158.4,BOTTLE,2023-04-20,2023-04-12,,,,,9148.16,11520.00,,,,,75.000,100.000,,,,,,,,
2,Simba,16291,GLUCRETA M 10/500 MG TABLET 10 NO`S,B,F,89.5,STRIP,2023-04-20,2023-04-20,2023-04-16,2023-04-19,,,27451.45,28061.00,0.00,1161.02,,,297.000,310.000,90.000,13.000,,1.000,1,1,1,1.0
2,Simba,16559,CETAPHIL GENTLE SKIN CLEAN 500ML,B,F,955.0,BOTTLE,2023-04-19,,2023-04-19,2023-04-19,,,47000.65,,0.00,2732.38,,,86.000,,22.000,5.000,,,1,1,1,3.0
2,Simba,17252,LAFORMIN G1 FORTE 1MG 10TAB,D,S,35.6,STRIP,2023-04-15,2023-04-09,2023-03-28,,2023-03-28,2023-03-28,895.67,1208.60,0.00,,181.29,181.29,14.000,20.000,2.000,,3.000,,,,,
2,Simba,17382,UV DOUX SUNSCREEN GEL 100GM,A,F,534.0805079999993,TUBE,2023-04-20,2023-04-16,,2023-04-07,,,98472.22,100412.00,,4102.29,,,120.000,130.000,,5.000,,,1,1,1,1.0
2,Simba,17799,METAFORT G1 CP TAB,D,S,138.82185,STRIP,2023-04-04,2023-04-08,,,,,2280.86,6037.60,,,,,15.000,40.000,,,,,,,,
2,Simba,18596,CILNIBLU 5MG 15TAB,D,M,18.9,STRIP,2023-04-20,2023-04-13,2023-04-07,2023-04-11,,,2561.47,2757.70,0.00,26.47,,,96.000,110.000,2.000,1.000,,,1,1,1,1.0
2,Simba,18616,MEFTAGESIC P 60ML SUSPENSION,B,F,73.2,BOTTLE,2023-04-20,2023-04-13,2023-03-25,2023-04-07,,,23218.81,29995.92,-138.85,98.42,,,770.000,1080.000,7.000,3.000,,1.000,7,7,3,31.0
2,Simba,19011,AMBRODIL S SUSP 100ML***,C,F,202.3,BOTTLE,2023-04-20,2023-04-11,2023-03-25,2023-04-20,,,9599.79,57937.27,-32.49,247.97,,,467.000,3060.000,2.000,12.000,,,21,22,12,89.0
2,Simba,19025,ACTIVECAL 10TAB,B,F,379.24146,STRIP,2023-04-20,2023-04-18,2023-03-26,2023-04-10,,,25359.56,31116.00,0.00,268.96,,,461.000,600.000,42.000,5.000,,1.000,2,2,2,0.0
2,Simba,19402,CORINA PLUS SYP,C,M,197.8,BOTTLE,2023-04-10,2023-04-20,,,,,3595.79,2835.19,,,,,56.000,50.000,,,,,,,,
2,Simba,19411,CLOPIVAS  AP 150 TAB,C,F,51.8,STRIP,2023-04-20,2023-04-11,,2023-03-27,,,2180.38,3331.20,,56.09,,,37.000,60.000,,1.000,,,,,,
2,Simba,20092,FEROGLOBIN B12 LIQ 200ML,C,F,645.4,BOTTLE,2023-04-19,2023-04-03,2023-04-08,2023-03-24,,,14237.69,44664.00,0.00,722.25,,,135.000,480.000,54.000,7.000,,,4,4,3,7.0
2,Simba,20207,ISOGRACE 10MG 10TAB,D,M,55.7,STRIP,2023-04-18,,,,,,2734.73,,,,,,31.000,,,,,,,,,
2,Simba,21678,IMUNGRO Q10 10TAB,D,S,67.0,STRIP,2023-04-20,2023-04-08,2023-04-01,,,,6811.18,7139.10,0.00,,,,27.000,33.000,6.000,,,,2,2,2,2.0
2,Simba,21801,HILLCLAV 625MG 6TAB,D,S,70.6,STRIP,2023-04-20,2023-04-16,,,,,181.86,861.50,,,,,2.000,10.000,,,,,,,,
2,Simba,22413,PRADAXA 150MG 10CAP,C,S,107.8,STRIP,2023-04-20,,2023-03-25,,,,23548.55,,0.00,,,,46.000,,4.000,,,,,,,
2,Simba,22613,BAXOF T SYP 100ML,D,S,260.2,BOTTLE,,2023-04-14,,,,,,572.10,,,,,,10.000,,,,,,,,
2,Simba,54854,PRAXOHENZ CR 25 TABLET 10 NOS,D,S,0.0,NaN,2023-04-13,2023-04-09,,,,,1957.38,3342.80,,,,,11.000,20.000,,,,,1,1,1,2.0
2,Simba,54856,ITRALASE SB 65 CAPSULE 10 NOS,D,S,86.8,STRIP,2023-04-20,2023-04-20,,,,,2641.92,3827.45,,,,,41.000,70.000,,,,,,,,
2,Simba,54858,BROZEET LS JUNIOR SYRUP 60 ML,C,F,0.0,NaN,2023-04-20,2023-03-31,,,,,11080.27,13093.17,,,,,199.000,252.000,,,,,,,,
2,Simba,54986,LIYANA HAIR CLEANSER 250 ML,D,S,0.0,NaN,2023-04-14,2023-04-11,,,,,1082.00,2434.50,,,,,4.000,10.000,,,,,,,,
2,Simba,55222,BETADINE VAGINAL PESSARY 10 NOS,C,M,175.1,STRIP,2023-04-20,2023-04-08,2023-04-01,,,,5586.90,4165.80,0.00,,,,38.000,30.000,4.000,,,,1,1,1,1.0
2,Simba,55268,DOMWAYS STRAWBERRY DROP 5 ML,D,S,118.5,BOTTLE,2023-04-12,,,,,,105.87,,,,,,3.000,,,,,,,,,
2,Simba,55335,NEPASTAR OD EYE DROP 3 ML,D,M,63.8,BOTTLE,2023-04-20,2023-04-18,,2023-04-10,,,6804.78,1237.50,,391.87,,,52.000,10.000,,3.000,,,4,4,4,3.0
2,Simba,55418,PAIN RELIEF SPRAY 55GM LIVEASY WELLNESS,A,F,189.4,CAN,2023-04-20,2023-04-11,2023-03-30,2023-04-20,,,70816.20,6999.99,0.00,5214.00,,,913.000,200.000,6.000,65.000,,1.000,,,,
2,Simba,55552,ZINCOLD AF SYRUP 60 ML,D,S,0.0,NaN,2023-04-18,,,,,,957.09,,,,,,21.000,,,,,,,,,
2,Simba,55714,MGMEOWGIRL BLUE LIGHT PROTEC MATTE FINISH GEL 60 G,D,N,,,,,2023-04-06,,,,,,-336.10,,,,,,1.000,,,,,,,
2,Simba,56250,D SHINE 60K CAPSULE 8 NOS,C,M,54.3,STRIP,2023-04-20,,2023-04-20,2023-04-14,,,20954.38,,0.00,732.56,,,129.000,,48.000,4.000,,,,,,
2,Simba,56863,MACH SP TABLET 6 NOS,D,S,0.0,NaN,2023-04-19,,,2023-04-11,,,1283.52,,,159.33,,,24.000,,,3.000,,,,,,
